1768540685.567578 server started (47022): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1768540685.567602 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1768540685.567610 using libevent 2.1.12-stable select
1768540685.567617 using utf8proc 2.11.2
1768540685.567622 using ncurses 6.5 20240427
1768540685.669711 format_replace: condition is: window_bigger
1768540685.669715 format_replace: condition 'window_bigger' found: 0
1768540685.669718 format_replace: condition 'window_bigger' is false
1768540685.669721 format_replace: no condition matched in 'window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,'; using last arg
1768540685.669723 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1768540685.669726 format_expand1: found #{}: =21:pane_title
1768540685.669729 format_expand1: expanding format: 21
1768540685.669731 format_expand1: result is: 21
1768540685.669733 format_replace: modifier 0 is =
1768540685.669736 format_replace: modifier 0 argument 0: 21
1768540685.669740 format_replace: format 'pane_title' found: dhcp-9-239-235-118.im9d-in.ibmmobiledemo.com
1768540685.669743 format_replace: applied length limit 21: dhcp-9-239-235-118.im
1768540685.669746 format_replace: replaced '=21:pane_title' with 'dhcp-9-239-235-118.im'
1768540685.669749 format_expand1: result is: "dhcp-9-239-235-118.im" 10:48 16-Jan-26
1768540685.669752 format_replace: applied length limit 40: "dhcp-9-239-235-118.im" 10:48 16-Jan-26
1768540685.669755 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"dhcp-9-239-235-118.im" 10:48 16-Jan-26'
1768540685.669757 format_expand1: found #*1[
1768540685.669760 format_expand1: found #*1[
1768540685.669764 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"dhcp-9-239-235-118.im" 10:48 16-Jan-26#[pop-default]#[norange default]
1768540685.669767 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1768540685.669769 unref client 0x1030ac7f0 (2 references)
1768540685.669775 status_redraw exit: force=0, changed=0
1768540685.669778 /dev/ttys001: \033[?25l
1768540685.669780 /dev/ttys001: current mode CURSOR,WRAP
1768540685.669783 /dev/ttys001: setting mode WRAP
1768540685.669785 /dev/ttys001: redrawing borders
1768540685.669787 screen_redraw_draw_borders: /dev/ttys001 @0
1768540685.669807 screen_redraw_draw_pane_scrollbars: /dev/ttys001 @0
1768540685.669810 /dev/ttys001: redrawing panes
1768540685.669812 screen_redraw_draw_panes: /dev/ttys001 @0
1768540685.669814 screen_redraw_draw_pane: /dev/ttys001 @0 %0
1768540685.669817 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,0 at 0,0, width 80
1768540685.669820 tty_draw_line: px=0 py=0 nx=80 atx=0 aty=0
1768540685.669822 tty_draw_line: defaults: fg=8, bg=8
1768540685.669824 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669827 tty_clear_line: /dev/ttys001, 80 at 0,0
1768540685.669829 /dev/ttys001: \033[K
1768540685.669832 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,1 at 0,1, width 80
1768540685.669834 tty_draw_line: px=0 py=1 nx=80 atx=0 aty=1
1768540685.669837 tty_draw_line: defaults: fg=8, bg=8
1768540685.669839 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669841 tty_clear_line: /dev/ttys001, 80 at 0,1
1768540685.669844 /dev/ttys001: \r
1768540685.669846 /dev/ttys001: \n
1768540685.669848 /dev/ttys001: \033[K
1768540685.669851 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,2 at 0,2, width 80
1768540685.669853 tty_draw_line: px=0 py=2 nx=80 atx=0 aty=2
1768540685.669855 tty_draw_line: defaults: fg=8, bg=8
1768540685.669858 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669860 tty_clear_line: /dev/ttys001, 80 at 0,2
1768540685.669862 /dev/ttys001: \r
1768540685.669864 /dev/ttys001: \n
1768540685.669867 /dev/ttys001: \033[K
1768540685.669869 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,3 at 0,3, width 80
1768540685.669872 tty_draw_line: px=0 py=3 nx=80 atx=0 aty=3
1768540685.669874 tty_draw_line: defaults: fg=8, bg=8
1768540685.669876 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669878 tty_clear_line: /dev/ttys001, 80 at 0,3
1768540685.669881 /dev/ttys001: \r
1768540685.669883 /dev/ttys001: \n
1768540685.669885 /dev/ttys001: \033[K
1768540685.669888 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,4 at 0,4, width 80
1768540685.669890 tty_draw_line: px=0 py=4 nx=80 atx=0 aty=4
1768540685.669892 tty_draw_line: defaults: fg=8, bg=8
1768540685.669895 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669897 tty_clear_line: /dev/ttys001, 80 at 0,4
1768540685.669899 /dev/ttys001: \r
1768540685.669901 /dev/ttys001: \n
1768540685.669904 /dev/ttys001: \033[K
1768540685.669906 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,5 at 0,5, width 80
1768540685.669908 tty_draw_line: px=0 py=5 nx=80 atx=0 aty=5
1768540685.669911 tty_draw_line: defaults: fg=8, bg=8
1768540685.669913 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669915 tty_clear_line: /dev/ttys001, 80 at 0,5
1768540685.669918 /dev/ttys001: \r
1768540685.669920 /dev/ttys001: \n
1768540685.669922 /dev/ttys001: \033[K
1768540685.669924 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,6 at 0,6, width 80
1768540685.669927 tty_draw_line: px=0 py=6 nx=80 atx=0 aty=6
1768540685.669929 tty_draw_line: defaults: fg=8, bg=8
1768540685.669931 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669934 tty_clear_line: /dev/ttys001, 80 at 0,6
1768540685.669936 /dev/ttys001: \r
1768540685.669938 /dev/ttys001: \n
1768540685.669940 /dev/ttys001: \033[K
1768540685.669943 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,7 at 0,7, width 80
1768540685.669945 tty_draw_line: px=0 py=7 nx=80 atx=0 aty=7
1768540685.669947 tty_draw_line: defaults: fg=8, bg=8
1768540685.669950 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669952 tty_clear_line: /dev/ttys001, 80 at 0,7
1768540685.669954 /dev/ttys001: \r
1768540685.669956 /dev/ttys001: \n
1768540685.669959 /dev/ttys001: \033[K
1768540685.669961 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,8 at 0,8, width 80
1768540685.669966 tty_draw_line: px=0 py=8 nx=80 atx=0 aty=8
1768540685.669971 tty_draw_line: defaults: fg=8, bg=8
1768540685.669974 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669976 tty_clear_line: /dev/ttys001, 80 at 0,8
1768540685.669978 /dev/ttys001: \r
1768540685.669981 /dev/ttys001: \n
1768540685.669983 /dev/ttys001: \033[K
1768540685.669985 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,9 at 0,9, width 80
1768540685.669988 tty_draw_line: px=0 py=9 nx=80 atx=0 aty=9
1768540685.669990 tty_draw_line: defaults: fg=8, bg=8
1768540685.669992 tty_draw_line: 80 to end of line (0 cleared)
1768540685.669995 tty_clear_line: /dev/ttys001, 80 at 0,9
1768540685.669997 /dev/ttys001: \r
1768540685.669999 /dev/ttys001: \n
1768540685.670001 /dev/ttys001: \033[K
1768540685.670004 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,10 at 0,10, width 80
1768540685.670006 tty_draw_line: px=0 py=10 nx=80 atx=0 aty=10
1768540685.670009 tty_draw_line: defaults: fg=8, bg=8
1768540685.670011 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670013 tty_clear_line: /dev/ttys001, 80 at 0,10
1768540685.670015 /dev/ttys001: \r
1768540685.670018 /dev/ttys001: \n
1768540685.670020 /dev/ttys001: \033[K
1768540685.670022 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,11 at 0,11, width 80
1768540685.670025 tty_draw_line: px=0 py=11 nx=80 atx=0 aty=11
1768540685.670027 tty_draw_line: defaults: fg=8, bg=8
1768540685.670029 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670032 tty_clear_line: /dev/ttys001, 80 at 0,11
1768540685.670034 /dev/ttys001: \r
1768540685.670036 /dev/ttys001: \n
1768540685.670038 /dev/ttys001: \033[K
1768540685.670041 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,12 at 0,12, width 80
1768540685.670043 tty_draw_line: px=0 py=12 nx=80 atx=0 aty=12
1768540685.670045 tty_draw_line: defaults: fg=8, bg=8
1768540685.670048 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670050 tty_clear_line: /dev/ttys001, 80 at 0,12
1768540685.670052 /dev/ttys001: \r
1768540685.670054 /dev/ttys001: \n
1768540685.670057 /dev/ttys001: \033[K
1768540685.670059 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,13 at 0,13, width 80
1768540685.670062 tty_draw_line: px=0 py=13 nx=80 atx=0 aty=13
1768540685.670064 tty_draw_line: defaults: fg=8, bg=8
1768540685.670066 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670069 tty_clear_line: /dev/ttys001, 80 at 0,13
1768540685.670071 /dev/ttys001: \r
1768540685.670073 /dev/ttys001: \n
1768540685.670075 /dev/ttys001: \033[K
1768540685.670078 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,14 at 0,14, width 80
1768540685.670080 tty_draw_line: px=0 py=14 nx=80 atx=0 aty=14
1768540685.670083 tty_draw_line: defaults: fg=8, bg=8
1768540685.670085 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670087 tty_clear_line: /dev/ttys001, 80 at 0,14
1768540685.670089 /dev/ttys001: \r
1768540685.670092 /dev/ttys001: \n
1768540685.670094 /dev/ttys001: \033[K
1768540685.670096 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,15 at 0,15, width 80
1768540685.670099 tty_draw_line: px=0 py=15 nx=80 atx=0 aty=15
1768540685.670101 tty_draw_line: defaults: fg=8, bg=8
1768540685.670103 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670106 tty_clear_line: /dev/ttys001, 80 at 0,15
1768540685.670108 /dev/ttys001: \r
1768540685.670110 /dev/ttys001: \n
1768540685.670112 /dev/ttys001: \033[K
1768540685.670115 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,16 at 0,16, width 80
1768540685.670117 tty_draw_line: px=0 py=16 nx=80 atx=0 aty=16
1768540685.670119 tty_draw_line: defaults: fg=8, bg=8
1768540685.670122 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670124 tty_clear_line: /dev/ttys001, 80 at 0,16
1768540685.670126 /dev/ttys001: \r
1768540685.670128 /dev/ttys001: \n
1768540685.670131 /dev/ttys001: \033[K
1768540685.670133 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,17 at 0,17, width 80
1768540685.670136 tty_draw_line: px=0 py=17 nx=80 atx=0 aty=17
1768540685.670138 tty_draw_line: defaults: fg=8, bg=8
1768540685.670140 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670142 tty_clear_line: /dev/ttys001, 80 at 0,17
1768540685.670149 /dev/ttys001: \r
1768540685.670151 /dev/ttys001: \n
1768540685.670154 /dev/ttys001: \033[K
1768540685.670156 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,18 at 0,18, width 80
1768540685.670158 tty_draw_line: px=0 py=18 nx=80 atx=0 aty=18
1768540685.670161 tty_draw_line: defaults: fg=8, bg=8
1768540685.670163 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670166 tty_clear_line: /dev/ttys001, 80 at 0,18
1768540685.670168 /dev/ttys001: \r
1768540685.670171 /dev/ttys001: \n
1768540685.670173 /dev/ttys001: \033[K
1768540685.670176 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,19 at 0,19, width 80
1768540685.670178 tty_draw_line: px=0 py=19 nx=80 atx=0 aty=19
1768540685.670180 tty_draw_line: defaults: fg=8, bg=8
1768540685.670183 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670185 tty_clear_line: /dev/ttys001, 80 at 0,19
1768540685.670187 /dev/ttys001: \r
1768540685.670189 /dev/ttys001: \n
1768540685.670192 /dev/ttys001: \033[K
1768540685.670194 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,20 at 0,20, width 80
1768540685.670197 tty_draw_line: px=0 py=20 nx=80 atx=0 aty=20
1768540685.670199 tty_draw_line: defaults: fg=8, bg=8
1768540685.670201 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670203 tty_clear_line: /dev/ttys001, 80 at 0,20
1768540685.670206 /dev/ttys001: \r
1768540685.670208 /dev/ttys001: \n
1768540685.670210 /dev/ttys001: \033[K
1768540685.670213 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,21 at 0,21, width 80
1768540685.670215 tty_draw_line: px=0 py=21 nx=80 atx=0 aty=21
1768540685.670217 tty_draw_line: defaults: fg=8, bg=8
1768540685.670219 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670222 tty_clear_line: /dev/ttys001, 80 at 0,21
1768540685.670224 /dev/ttys001: \r
1768540685.670226 /dev/ttys001: \n
1768540685.670228 /dev/ttys001: \033[K
1768540685.670231 screen_redraw_draw_pane: /dev/ttys001 %0 line 0,22 at 0,22, width 80
1768540685.670233 tty_draw_line: px=0 py=22 nx=80 atx=0 aty=22
1768540685.670235 tty_draw_line: defaults: fg=8, bg=8
1768540685.670238 tty_draw_line: 80 to end of line (0 cleared)
1768540685.670240 tty_clear_line: /dev/ttys001, 80 at 0,22
1768540685.670242 /dev/ttys001: \r
1768540685.670244 /dev/ttys001: \n
1768540685.670247 /dev/ttys001: \033[K
1768540685.670249 screen_redraw_draw_pane_scrollbars: /dev/ttys001 @0
1768540685.670251 /dev/ttys001: redrawing status
1768540685.670254 screen_redraw_draw_status: /dev/ttys001 @0
1768540685.670256 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=23
1768540685.670258 tty_draw_line: defaults: fg=8, bg=8
1768540685.670262 /dev/ttys001: \033[30m
1768540685.670265 /dev/ttys001: \033[42m
1768540685.670267 /dev/ttys001: \r
1768540685.670269 /dev/ttys001: \n
1768540685.670272 /dev/ttys001: [0] 0:zsh*                               "dhcp-9-239-235-118.im" 10:48 16-Jan-26
1768540685.670275 /dev/ttys001: \033(B\033[m
1768540685.670277 /dev/ttys001: \033[?12l\033[?25h
1768540685.670279 /dev/ttys001: current mode WRAP
1768540685.670282 /dev/ttys001: setting mode CURSOR,WRAP
1768540685.670284 /dev/ttys001: redraw added 229 bytes
1768540685.670287 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1768540685.670289 server_client_reset_state: cursor to 0,0
1768540685.670291 /dev/ttys001: \033[1;1H
1768540685.670294 server_client_check_pane_buffer: pane %0 is on
1768540685.670297 @0 active pane not changed
1768540685.670302 /dev/ttys001: wrote 235 bytes (of 235)
1768540685.670305 /dev/ttys001: waiting for redraw, 0 bytes left
1768540685.670308 redraw timer fired
1768540685.670310 cmdq_next <global>: empty
1768540685.670313 cmdq_next </dev/ttys001>: empty
1768540685.670315 server_client_reset_state: client /dev/ttys001 mode CURSOR,WRAP
1768540685.670318 server_client_reset_state: cursor to 0,0
1768540685.670320 server_client_check_pane_buffer: pane %0 is on
1768540685.670323 @0 active pane not changed
1768540686.521321 %0 has 104 bytes
1768540686.521340 @0 alerts timer reset 0
1768540686.521347 screen_write_start_pane: size 80x23, pane %0 (at 0,0)
1768540686.521354 input_parse_buffer: %0 ground, 104 bytes: \033[1m\033[7m%\033[27m\033[1m\033[0m                                                                               \r \r
1768540686.521368 input_csi_dispatch: 'm' "" "1"
1768540686.521371 parameter 0: number 1
1768540686.521375 input_csi_dispatch: 'm' "" "7"
1768540686.521378 parameter 0: number 7
1768540686.521384 screen_write_collect_end: 1 % (at 0,0)
1768540686.521389 input_csi_dispatch: 'm' "" "27"
1768540686.521392 parameter 0: number 27
1768540686.521394 input_csi_dispatch: 'm' "" "1"
1768540686.521397 parameter 0: number 1
1768540686.521399 input_csi_dispatch: 'm' "" "0"
1768540686.521401 parameter 0: number 0
1768540686.521406 screen_write_collect_trim: 0x1030aa560 0-0 before 1-79
1768540686.521409 screen_write_collect_end: 79                                                                                 (at 1,0)
1768540686.521412 input_c0_dispatch: '\r'
1768540686.521415 screen_write_collect_trim: 0x1030aa560 0-0 inside 0-0
1768540686.521418 screen_write_collect_trim: 0x1030aa5c0 1-79 after 0-0
1768540686.521420 screen_write_collect_end: 1   (at 0,0)
1768540686.521422 input_c0_dispatch: '\r'
1768540686.521428 /dev/ttys001:  
1768540686.521432 /dev/ttys001:                                                                                
1768540686.521435 screen_write_collect_flush: flushed 2 items (screen_write_stop)
